Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
735,8.712053298950195,0,19,19249,18,5,16492,1921,
736,7.276058197021484,0,19,19238,18,5,16481,1921,
737,7.901191711425781,0,19,19243,18,5,16486,1921,
738,9.684085845947266,0,19,19245,18,5,16488,1921,
739,9.418010711669922,0,19,19241,18,5,16484,1921,
740,8.593082427978516,0,19,19246,18,5,16489,1921,
741,7.945060729980469,0,19,19246,18,5,16489,1921,
742,8.569955825805664,0,19,19246,18,5,16489,1921,
743,9.498834609985352,0,19,19241,18,5,16484,1921,
744,8.688211441040039,0,19,19242,18,5,16485,1921,
745,8.655071258544922,0,19,19243,18,5,16486,1921,
746,7.97581672668457,0,19,19241,18,5,16484,1921,
747,9.347915649414062,0,19,19250,18,5,16493,1921,
748,8.909940719604492,0,19,19248,18,5,16491,1921,
749,10.195016860961914,0,19,19245,18,5,16488,1921,
750,8.899927139282227,0,19,19239,18,5,16482,1921,
751,8.419990539550781,0,19,19246,18,5,16489,1921,
752,8.472919464111328,0,21,19422,20,5,16577,1921,
753,8.475065231323242,0,19,19250,18,5,16493,1921,
754,8.018970489501953,0,19,19242,18,5,16485,1921,
755,8.395910263061523,0,19,19243,18,5,16486,1921,
756,7.957220077514648,0,19,19243,18,5,16486,1921,
757,8.568048477172852,0,19,19247,18,5,16490,1921,
758,9.256839752197266,0,19,19238,18,5,16481,1921,
759,8.383035659790039,0,19,19248,18,5,16491,1921,
760,8.684158325195312,0,19,19243,18,5,16486,1921,
761,7.472038269042969,0,19,19241,18,5,16484,1921,
762,8.918046951293945,0,19,19242,18,5,16485,1921,
763,7.767200469970703,0,19,19246,18,5,16489,1921,
764,8.654117584228516,0,19,19242,18,5,16485,1921,
765,9.115219116210938,0,19,19238,18,5,16481,1921,
766,7.776021957397461,0,19,19238,18,5,16481,1921,
767,8.104085922241211,0,19,19245,18,5,16488,1921,
768,8.699893951416016,0,21,19432,20,5,16587,1921,
769,9.418010711669922,0,19,19247,18,5,16490,1921,
770,7.773876190185547,0,19,19241,18,5,16484,1921,
771,7.483005523681641,0,19,19250,18,5,16493,1921,
772,7.447957992553711,0,19,19246,18,5,16489,1921,
773,8.481025695800781,0,19,19244,18,5,16487,1921,
774,7.411956787109375,0,19,19247,18,5,16490,1921,
775,8.517026901245117,0,19,19250,18,5,16493,1921,
776,8.63504409790039,0,19,19247,18,5,16490,1921,
777,7.971048355102539,0,19,19242,18,5,16485,1921,
778,9.749889373779297,0,19,19239,18,5,16482,1921,
779,8.832931518554688,0,19,19242,18,5,16485,1921,
780,8.709907531738281,0,19,19243,18,5,16486,1921,
781,7.781028747558594,0,19,19240,18,5,16483,1921,
782,8.069038391113281,0,19,19250,18,5,16493,1921,
783,8.230924606323242,0,19,19249,18,5,16492,1921,
784,9.449005126953125,0,21,19422,20,5,16577,1921,
785,8.064985275268555,0,19,19245,18,5,16488,1921,
786,9.456872940063477,0,21,19423,20,5,16578,1921,
787,9.531974792480469,0,19,19239,18,5,16482,1921,
788,7.476091384887695,0,21,19420,20,5,16575,1921,
789,7.061004638671875,0,19,19242,18,5,16485,1921,
790,8.69894027709961,0,19,19239,18,5,16482,1921,
791,8.746862411499023,0,19,19242,18,5,16485,1921,
792,8.357048034667969,0,21,19425,20,5,16580,1921,
793,7.754087448120117,0,19,19250,18,5,16493,1921,
794,9.696006774902344,0,19,19248,18,5,16491,1921,
795,7.781028747558594,0,19,19247,18,5,16490,1921,
796,8.64720344543457,0,19,19242,18,5,16485,1921,
797,7.941961288452148,0,19,19249,18,5,16492,1921,
798,7.155895233154297,0,19,19250,18,5,16493,1921,
799,9.021997451782227,0,21,19472,20,5,16627,1921,
800,9.096145629882812,0,21,19428,20,5,16583,1921,
801,8.305072784423828,0,19,19249,18,5,16492,1921,
802,9.78994369506836,0,19,19250,18,5,16493,1921,
803,8.783102035522461,0,19,19244,18,5,16487,1921,
804,8.45479965209961,0,19,19243,18,5,16486,1921,
805,9.09280776977539,0,19,19248,18,5,16491,1921,
